id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2336715,2,2016-01-01 00:09:03,2016-01-01 00:19:25,2,-73.98435974,40.74898529,-73.99628448,40.71605682,N,622
id3525276,1,2016-03-24 18:27:14,2016-03-24 18:32:57,1,-73.97097015,40.76412582,-73.96228027,40.77618027,N,343
id3729126,1,2016-01-04 14:20:21,2016-01-04 14:36:59,1,-73.86691284,40.77187729,-73.79469299,40.7347908,N,998
id1073968,1,2016-03-15 09:44:58,2016-03-15 10:07:43,1,-73.95521545,40.78024673,-73.86183167,40.76845551,N,1365
id0562336,2,2016-06-15 10:17:48,2016-06-15 10:27:40,2,-73.95274353,40.77225876,-73.97776794,40.73911285,N,592
id1163958,1,2016-03-18 07:48:10,2016-03-18 07:53:23,1,-73.97257996,40.74890518,-73.96156311,40.76051712,N,313
id1681877,1,2016-04-26 14:42:12,2016-04-26 14:57:02,1,-73.95526123,40.78024292,-73.96987152,40.7897644,N,890
id0945119,2,2016-05-02 18:29:38,2016-05-02 18:38:56,6,-74.00283813,40.76036072,-73.98841095,40.77898026,N,558
id2939783,1,2016-04-12 10:11:37,2016-04-12 10:34:46,1,-73.99006653,40.75193405,-73.98975372,40.72386932,N,1389
id2050990,2,2016-06-20 21:05:09,2016-06-20 21:47:45,1,-73.99008179,40.75673676,-73.95513153,40.67752457,N,2556
id3780362,2,2016-05-08 21:13:49,2016-05-08 21:16:04,2,-73.94952393,40.77661133,-73.94267273,40.78596878,N,135
id2233338,2,2016-01-14 19:14:29,2016-01-14 19:23:22,2,-73.99514008,40.75,-73.99369812,40.73550034,N,533
id1445390,2,2016-01-19 08:00:19,2016-01-19 08:17:34,3,-73.96012115,40.7819519,-73.9719696,40.75503922,N,1035
id0345679,2,2016-03-22 20:24:06,2016-03-22 20:33:40,1,-73.99752045,40.721241,-73.98800659,40.72082138,N,574
id0570525,1,2016-02-25 15:30:16,2016-02-25 15:35:20,1,-73.99837494,40.72592545,-73.99031067,40.73112869,N,304
id0872662,2,2016-02-13 08:10:01,2016-02-13 08:12:19,3,-73.97830963,40.73715973,-73.9732132,40.74394989,N,138
id3114338,2,2016-05-23 20:42:21,2016-05-23 20:51:40,1,-73.96511078,40.77508926,-73.95236969,40.76646042,N,559
id2718231,1,2016-03-08 02:44:19,2016-03-08 03:04:35,1,-73.99250031,40.74044418,-73.84011078,40.71951675,N,1216
id0618376,2,2016-01-11 06:21:39,2016-01-11 06:25:11,1,-74.00611877,40.7179184,-74.01350403,40.71568298,N,212
id1697059,1,2016-06-26 15:10:46,2016-06-26 15:23:54,1,-73.95810699,40.74216843,-73.93170929,40.76806641,N,788
id1868620,2,2016-06-18 00:41:28,2016-06-18 01:10:34,1,-73.78186035,40.64468384,-73.96192169,40.76703262,N,1746
id0000569,1,2016-01-03 19:51:38,2016-01-03 19:53:41,3,-73.9619751,40.76773453,-73.95858765,40.77301025,N,123
id0952827,2,2016-03-25 00:22:07,2016-03-25 00:36:20,1,-73.99806213,40.6748085,-74.00444031,40.73265076,N,853
id0464363,2,2016-04-25 19:43:15,2016-04-25 19:47:43,1,-73.95108795,40.71106339,-73.9389267,40.70738602,N,268
id0608846,2,2016-05-25 13:45:57,2016-05-25 13:57:41,1,-73.98010254,40.75370407,-73.99331665,40.74161148,N,704
id3567125,1,2016-04-10 03:13:02,2016-04-10 03:57:40,1,-73.98155975,40.7663269,-73.91159058,40.7638855,N,2678
id3996183,1,2016-06-17 08:54:16,2016-06-17 09:06:11,1,-73.99031067,40.71886444,-73.99554443,40.73687363,N,715
id1474156,1,2016-06-25 07:30:13,2016-06-25 07:48:14,2,-73.97046661,40.79917526,-74.01721191,40.70519257,N,1081
id0695483,1,2016-02-06 16:02:38,2016-02-06 16:15:56,3,-74.002388,40.74955368,-73.9777832,40.75408173,N,798
id3609971,1,2016-06-14 09:20:45,2016-06-14 09:43:13,1,-73.99090576,40.75627136,-73.97681427,40.75968933,N,1348
id3956459,2,2016-03-05 10:23:45,2016-03-05 10:45:52,1,-73.98690796,40.76160812,-74.00840759,40.71162033,N,1327
id0088231,2,2016-06-08 23:02:21,2016-06-08 23:19:31,3,-74.00817108,40.74500275,-73.95509338,40.80483627,N,1030
id1957034,1,2016-02-02 18:28:23,2016-02-02 19:09:19,1,-73.99488068,40.75021362,-73.96221924,40.71162033,N,2456
id1838067,2,2016-04-01 12:46:46,2016-04-01 12:52:12,1,-73.96318054,40.77423096,-73.95555115,40.77869034,N,326
id3342568,1,2016-01-03 03:33:21,2016-01-03 04:09:20,1,-73.98484802,40.72433472,-73.88411713,40.71671677,N,2159
id3487442,2,2016-02-29 18:39:12,2016-02-29 18:42:59,1,-73.98181915,40.76896286,-73.98181915,40.76896286,N,227
id1401963,1,2016-06-18 06:53:43,2016-06-18 07:19:18,1,-73.97602844,40.77612686,-73.94838715,40.77815628,N,1535
id1597742,2,2016-04-11 19:50:42,2016-04-11 19:58:52,5,-73.98379517,40.75070572,-73.97735596,40.76612091,N,490
id3271420,2,2016-04-24 19:25:32,2016-04-24 19:32:10,4,-73.97346497,40.76087952,-73.96613312,40.76120377,N,398
id0850673,2,2016-02-20 13:06:23,2016-02-20 13:23:37,1,-73.98133087,40.74726868,-74.00549316,40.7390213,N,1034
id0171820,2,2016-05-25 06:40:04,2016-05-25 06:43:13,1,-74.00452423,40.72419357,-74.00449371,40.7246666,N,189
id0514543,2,2016-02-26 18:45:39,2016-02-26 19:04:18,1,-73.98253632,40.77566147,-73.9694519,40.80208969,N,1119
id1991106,1,2016-06-11 14:22:56,2016-06-11 14:31:03,1,-73.9677887,40.76269913,-73.98147583,40.74219131,N,487
id2142187,1,2016-05-19 20:47:17,2016-05-19 20:59:08,1,-73.98706818,40.75663376,-73.96030426,40.78077316,N,711
id0526379,1,2016-04-29 04:28:26,2016-04-29 04:39:20,1,-73.98609924,40.71948624,-73.945961,40.71143723,N,654
id2548131,1,2016-05-31 23:12:37,2016-05-31 23:28:24,2,-74.00778198,40.74094391,-73.97117615,40.80080032,N,947
id2452855,2,2016-05-14 03:27:31,2016-05-14 03:51:36,1,-73.98506927,40.73220444,-73.91049194,40.69681549,N,1445
id0315726,2,2016-06-04 03:14:11,2016-06-04 03:35:27,1,-73.98343658,40.73168182,-73.94800568,40.71416092,N,1276
id2527828,2,2016-02-17 17:39:30,2016-02-17 18:08:38,1,-73.99115753,40.74578094,-73.98339081,40.77146149,N,1748
id1630336,1,2016-04-25 23:18:24,2016-04-25 23:30:54,1,-73.98204041,40.75967789,-73.947052,40.77315903,N,750
id2353964,2,2016-04-30 07:44:24,2016-04-30 07:49:24,1,-73.96120453,40.76055908,-73.94713593,40.77593231,N,300
id2393811,1,2016-03-10 18:52:40,2016-03-10 19:08:43,1,-73.97058105,40.79904556,-73.98981476,40.76724625,N,963
id1774339,1,2016-04-11 17:41:07,2016-04-11 17:46:20,1,-73.94978333,40.78056717,-73.96006775,40.77040863,N,313
id1610798,2,2016-01-25 23:32:14,2016-01-25 23:42:35,1,-73.98743439,40.76013947,-73.99098206,40.7448616,N,621
id2452120,1,2016-04-18 18:27:14,2016-04-18 18:42:35,2,-73.97445679,40.75692749,-73.96090698,40.78014374,N,921
id2693088,2,2016-04-23 23:28:09,2016-04-23 23:43:01,2,-73.97541809,40.78707504,-73.94265747,40.82355118,N,892
id0828675,1,2016-06-23 07:16:24,2016-06-23 07:21:42,1,-73.99404144,40.75113678,-73.9826355,40.76068878,N,318
id1636593,2,2016-04-25 17:37:13,2016-04-25 18:23:12,1,-73.7901535,40.64661407,-73.98191833,40.75667953,N,2759
id0747713,2,2016-01-17 03:24:53,2016-01-17 03:27:29,1,-74.00669098,40.73764038,-74.00388336,40.73809052,N,156
id3655477,2,2016-03-24 13:35:17,2016-03-24 13:48:28,1,-73.98802948,40.73781967,-73.97206879,40.74607849,N,791
id0642318,2,2016-04-04 09:21:49,2016-04-04 09:37:51,1,-73.95252228,40.76626968,-73.98342896,40.73437881,N,962
id2390585,1,2016-02-24 11:45:41,2016-02-24 12:08:39,1,-73.86378479,40.76974487,-73.94625854,40.78041458,N,1378
id0369319,2,2016-02-08 18:24:38,2016-02-08 18:28:18,1,-73.98693085,40.75093079,-73.97830963,40.75326157,N,220
id0720321,1,2016-06-21 18:09:27,2016-06-21 18:16:55,1,-73.96263885,40.76822662,-73.95355988,40.77282333,N,448
id0860600,1,2016-01-06 15:23:44,2016-01-06 15:38:22,1,-74.00012207,40.71784973,-74.01457977,40.70967484,N,878
id1977372,2,2016-04-01 13:33:57,2016-04-01 14:00:47,1,-73.86968231,40.77254868,-73.91340637,40.6807785,N,1610
id2437858,2,2016-03-27 11:55:02,2016-03-27 12:05:06,5,-73.98683167,40.76182938,-73.97783661,40.79212189,N,604
id2165807,1,2016-04-08 20:19:55,2016-04-08 20:23:06,2,-74.00392914,40.72579575,-73.99887848,40.7347641,N,191
id1638921,1,2016-05-27 17:58:30,2016-05-27 18:16:23,1,-73.97971344,40.7605629,-73.99338531,40.73662949,N,1073
id0631726,2,2016-04-23 15:58:46,2016-04-23 16:03:24,1,-73.96151733,40.76602173,-73.94972229,40.78192902,N,278
id1947466,2,2016-04-21 12:32:31,2016-04-21 12:37:20,6,-73.98127747,40.78036118,-73.97615051,40.78860092,N,289
id1723822,1,2016-06-16 12:35:11,2016-06-16 12:45:43,3,-73.95606232,40.76415253,-73.9434433,40.79118347,N,632
id1144791,2,2016-01-06 13:39:04,2016-01-06 13:49:17,1,-73.99198914,40.74379349,-73.97470093,40.76340103,N,613
id1497423,1,2016-02-25 13:40:47,2016-02-25 13:54:12,1,-73.98872375,40.73697662,-73.98272705,40.75034332,N,805
id2917044,1,2016-04-02 15:35:02,2016-04-02 15:55:19,1,-74.01730347,40.70536041,-73.97393036,40.76156616,N,1217
id2538816,1,2016-02-13 17:59:03,2016-02-13 18:03:48,1,-74.00398254,40.74847031,-73.99505615,40.74294281,N,285
id2808378,1,2016-03-09 17:11:16,2016-03-09 17:28:43,1,-73.97864532,40.74093246,-74.01269531,40.70158768,N,1047
id2015130,2,2016-05-21 03:13:55,2016-05-21 03:20:39,1,-73.88404083,40.74760818,-73.90461731,40.74769974,N,404
id1062725,1,2016-06-08 05:51:58,2016-06-08 05:57:54,1,-73.99036407,40.75624084,-73.9729538,40.75728989,N,356
id3792892,1,2016-05-01 02:40:38,2016-05-01 03:02:30,1,-73.98666382,40.7216835,-73.97257233,40.68587875,N,1312
id0924324,2,2016-05-10 18:07:52,2016-05-10 18:26:21,2,-73.9590683,40.77566147,-73.9590683,40.77566147,N,1109
id1295254,1,2016-03-06 11:01:27,2016-03-06 11:08:29,1,-73.97598267,40.75774765,-73.98216248,40.74074936,N,422
id0222570,2,2016-04-20 19:14:04,2016-04-20 19:29:30,1,-73.94769287,40.78329849,-73.96104431,40.75665283,N,926
id3680395,1,2016-05-19 18:57:18,2016-05-19 18:59:13,1,-73.95478821,40.77796555,-73.94776917,40.77957916,N,115
id0552144,2,2016-05-04 18:04:33,2016-05-04 18:38:33,1,-73.88523102,40.77294159,-73.94695282,40.77526093,N,2040
id2034899,2,2016-02-11 11:03:50,2016-02-11 11:09:29,1,-73.9899826,40.75159836,-73.99443054,40.74100113,N,339
id1283389,1,2016-04-06 00:52:41,2016-04-06 01:07:06,1,-74.00437164,40.74234772,-74.01072693,40.72361755,N,865
id2040373,2,2016-03-18 07:54:56,2016-03-18 08:02:42,3,-73.96108246,40.76911926,-73.95694733,40.78342056,N,466
id2124906,2,2016-05-03 08:28:38,2016-05-03 08:35:46,1,-73.98027802,40.77019119,-73.96378326,40.77413177,N,428
id1660823,2,2016-03-01 06:40:18,2016-03-01 07:01:37,5,-73.98213959,40.77532578,-74.00984955,40.72169876,N,1279
id0989891,1,2016-05-03 04:40:29,2016-05-03 04:51:45,2,-73.98937988,40.71982574,-73.98260498,40.75750351,N,676
id2679117,1,2016-02-03 07:57:23,2016-02-03 08:02:15,1,-73.91998291,40.74357224,-73.92677307,40.75527573,N,292
id2145001,2,2016-04-27 09:05:42,2016-04-27 09:12:17,1,-73.94529724,40.77434921,-73.95543671,40.77859879,N,395
id3427182,1,2016-06-03 11:40:39,2016-06-03 11:57:24,1,-73.97192383,40.79190445,-73.96954346,40.76530075,N,1005
id2346299,2,2016-06-17 11:46:09,2016-06-17 11:57:54,1,-73.97866058,40.75630188,-73.98812866,40.73735046,N,705
id0105984,1,2016-06-26 11:17:25,2016-06-26 11:30:33,1,-73.98583984,40.72690201,-74.0142746,40.70406723,N,788
id1587327,1,2016-03-29 21:19:24,2016-03-29 21:24:44,3,-74.00772095,40.74300385,-73.98937988,40.7478447,N,320
id2519393,1,2016-06-25 13:48:37,2016-06-25 13:58:03,1,-73.99458313,40.70299911,-74.0041275,40.71292877,N,566
id1009714,1,2016-06-20 22:40:07,2016-06-20 22:48:42,1,-73.97935486,40.75619125,-73.97912598,40.74298096,N,515
id1027675,2,2016-01-23 08:46:42,2016-01-23 09:06:39,1,-73.96953583,40.75521851,-73.97652435,40.74794769,N,1197
id0802391,1,2016-03-06 17:44:45,2016-03-06 17:52:14,1,-73.99720764,40.7240715,-74.00061798,40.73215485,N,449
id2597894,1,2016-05-14 14:02:45,2016-05-14 14:27:02,1,-73.99040985,40.71879578,-73.98690796,40.75088882,N,1457
id1949220,1,2016-04-02 04:24:27,2016-04-02 04:43:38,1,-73.98714447,40.72949982,-73.96070862,40.79747009,N,1151
id3389249,2,2016-05-04 11:02:00,2016-05-04 11:12:03,1,-73.96218872,40.75913239,-73.96263123,40.77317429,N,603
id3245042,2,2016-04-02 16:01:45,2016-04-02 16:13:49,1,-73.98549652,40.74745178,-73.97907257,40.72803879,N,724
id1285469,2,2016-02-23 09:19:37,2016-02-23 09:39:35,1,-74.01647949,40.71540833,-74.01275635,40.70661163,N,1198
id3482709,2,2016-03-21 11:22:48,2016-03-21 11:24:00,1,-73.95519257,40.77999115,-73.95780182,40.77650833,N,72
id0496379,1,2016-03-24 16:19:17,2016-03-24 16:32:59,1,-73.96116638,40.77783203,-73.96604156,40.76386642,N,822
id1703171,2,2016-01-30 22:42:51,2016-01-30 23:23:44,5,-73.78621674,40.64528656,-73.99307251,40.7297287,N,2453
id2268459,1,2016-03-02 07:02:21,2016-03-02 07:24:57,1,-73.98535919,40.73841095,-73.87042236,40.77368164,N,1356
id3013319,2,2016-02-15 22:28:54,2016-02-15 22:30:27,1,-73.98139954,40.77879333,-73.97652435,40.78249741,N,93
id1265097,2,2016-05-13 02:21:54,2016-05-13 02:24:29,1,-73.9890213,40.71891022,-73.99648285,40.72117996,N,155
id2954399,1,2016-06-27 11:22:37,2016-06-27 11:23:17,1,-74.00102997,40.75665283,-74.00099945,40.75662613,N,40
id3152963,1,2016-04-09 22:33:22,2016-04-09 22:41:03,2,-73.95511627,40.76900101,-73.97154236,40.78536987,N,461
id1904421,2,2016-06-11 17:48:40,2016-06-11 18:01:01,2,-73.9839859,40.73787308,-74.00466919,40.70838928,N,741
id3611647,1,2016-05-19 10:44:15,2016-05-19 11:02:27,1,-73.99572754,40.75408173,-73.9839325,40.74654388,N,1092
id0910982,1,2016-05-21 19:58:22,2016-05-21 20:10:11,1,-73.95237732,40.81076813,-73.97606659,40.78114319,N,709
id2640178,1,2016-02-15 16:12:24,2016-02-15 16:31:27,1,-73.95397949,40.7638588,-73.99643707,40.71551132,N,1143
id0030324,1,2016-01-09 06:26:46,2016-01-09 06:31:02,1,-73.93982697,40.69956207,-73.93199921,40.68913269,N,256
id3883723,2,2016-02-25 01:46:34,2016-02-25 01:57:34,2,-73.97908783,40.7594986,-73.97956085,40.72433472,N,660
id0674885,1,2016-06-30 07:37:35,2016-06-30 07:43:32,1,-73.96575165,40.75957489,-73.97911835,40.76510239,N,357
id3260324,2,2016-02-07 08:24:25,2016-02-07 08:38:21,1,-73.93280792,40.75893021,-73.9832077,40.76700974,N,836
id1561466,2,2016-04-29 20:21:28,2016-04-29 20:56:48,1,-73.96572876,40.76873016,-73.95587921,40.67308044,N,2120
id2106816,1,2016-06-30 10:53:59,2016-06-30 11:03:29,1,-73.98088074,40.78433609,-73.95667267,40.78061676,N,570
id2605569,1,2016-05-08 02:57:55,2016-05-08 03:02:48,2,-73.92628479,40.70328522,-73.9380188,40.70040894,N,293
id3293082,2,2016-02-06 19:50:51,2016-02-06 20:04:17,5,-73.97648621,40.75498962,-73.99115753,40.75128174,N,806
id0790613,1,2016-05-20 14:04:03,2016-05-20 14:33:41,1,-73.98630524,40.77702332,-73.9858551,40.77679062,N,1778
id0202431,1,2016-02-17 12:02:29,2016-02-17 12:18:44,1,-74.00413513,40.7428093,-73.98779297,40.74486542,N,975
id2084457,2,2016-02-01 08:41:26,2016-02-01 08:49:10,3,-73.98253632,40.77508163,-73.97176361,40.78459549,N,464
id2595331,2,2016-04-29 12:18:42,2016-04-29 12:29:03,1,-73.95469666,40.77397919,-73.96845245,40.76150894,N,621
id3448735,1,2016-01-27 06:45:39,2016-01-27 06:51:12,1,-73.99150085,40.74489212,-73.98327637,40.76048279,N,333
id1431322,1,2016-02-21 13:21:37,2016-02-21 13:34:26,2,-74.00970459,40.73965454,-73.99959564,40.72883606,N,769
id0130751,1,2016-02-28 19:47:01,2016-02-28 20:29:35,1,-73.98819733,40.76428986,-73.87281036,40.77445602,N,2554
id1444884,2,2016-01-06 18:15:26,2016-01-06 18:31:18,1,-73.99656677,40.73197556,-73.97901154,40.74990082,N,952
id2797773,1,2016-03-08 08:33:35,2016-03-08 08:36:35,1,-73.96713257,40.79346466,-73.97039032,40.79574966,N,180
id0861216,2,2016-01-18 13:00:37,2016-01-18 13:10:57,1,-73.99024963,40.75728607,-73.96398163,40.75691986,N,620
id3833049,1,2016-06-22 09:47:49,2016-06-22 10:02:11,1,-73.99453735,40.76602554,-73.98638153,40.74906158,N,862
id1633648,1,2016-06-20 14:19:16,2016-06-20 14:34:34,1,-73.97790527,40.75487137,-73.95277405,40.76816559,Y,918
id3252664,2,2016-06-28 07:17:36,2016-06-28 07:22:36,1,-73.96751404,40.76615524,-73.96052551,40.77144241,N,300
id3755869,2,2016-04-24 16:48:08,2016-04-24 17:04:41,3,-73.95294189,40.81018829,-73.94551086,40.77811813,N,993
id2440671,2,2016-02-17 17:40:25,2016-02-17 18:13:13,1,-73.86365509,40.7696228,-73.91322327,40.87279892,N,1968
id1489555,1,2016-05-06 10:37:59,2016-05-06 11:13:12,2,-73.94435883,40.80830765,-74.01231384,40.70384598,N,2113
id0162579,2,2016-05-13 23:13:14,2016-05-13 23:19:50,1,-73.99220276,40.74496841,-73.98139191,40.7469902,N,396
id3402983,2,2016-06-30 15:48:06,2016-06-30 17:31:13,1,-73.7818985,40.64477158,-73.98589325,40.76015854,N,6187
id1713541,1,2016-05-23 00:09:18,2016-05-23 00:19:24,1,-73.96807861,40.75937653,-73.98486328,40.76865005,N,606
id2732066,2,2016-04-27 11:52:23,2016-04-27 12:16:49,2,-74.00447845,40.72269058,-73.87107086,40.77425003,N,1466
id2445763,1,2016-02-20 23:45:51,2016-02-20 23:52:23,1,-73.983284,40.77374268,-73.98738098,40.78037262,N,392
id3972131,2,2016-06-06 13:43:22,2016-06-06 13:47:08,3,-73.98287201,40.74498749,-73.98928833,40.74467468,N,226
id3779357,2,2016-02-22 19:02:08,2016-02-22 19:12:53,1,-73.96679688,40.76700974,-73.98178864,40.75228882,N,645
id0931190,1,2016-04-20 14:02:28,2016-04-20 14:24:23,1,-73.98274994,40.75415421,-74.01538849,40.71124649,N,1315
id1789034,1,2016-04-09 23:41:23,2016-04-09 23:51:42,1,-73.9825592,40.74235153,-73.99250031,40.7252655,N,619
id0746372,2,2016-01-22 18:20:31,2016-01-22 18:23:26,1,-73.95459747,40.76961899,-73.94959259,40.77706909,N,175
id2567660,2,2016-03-19 18:18:23,2016-03-19 18:33:29,1,-73.99554443,40.74401093,-73.98324585,40.76367188,N,906
id1787258,1,2016-05-07 18:40:51,2016-05-07 18:46:33,2,-73.9544754,40.78369522,-73.96351624,40.77006531,N,342
id0805117,2,2016-04-15 20:11:31,2016-04-15 20:22:44,3,-74.00865936,40.71960831,-73.99893951,40.72792053,N,673
id2828691,2,2016-06-19 00:23:50,2016-06-19 00:34:35,2,-74.00125122,40.73632431,-74.00869751,40.7069664,N,645
id2729614,2,2016-02-03 00:14:51,2016-02-03 00:39:35,1,-73.98838806,40.72002411,-73.99253082,40.65903854,N,1484
id1249988,2,2016-06-10 01:48:13,2016-06-10 02:09:28,1,-73.97554016,40.73563004,-73.9629364,40.71200943,N,1275
id2463869,2,2016-03-18 10:42:07,2016-03-18 10:51:56,1,-73.98038483,40.76564407,-73.99131775,40.77445221,N,589
id2904820,1,2016-03-20 22:51:45,2016-03-20 23:14:07,1,-73.78242493,40.64428711,-73.85658264,40.72550201,N,1342
id0180594,2,2016-04-28 13:22:03,2016-04-28 13:30:50,1,-74.00067139,40.75825882,-73.99461365,40.75053024,N,527
id0749370,1,2016-02-02 18:40:44,2016-02-02 18:45:58,1,-73.96194458,40.76454163,-73.96845245,40.7630806,N,314
id2848070,2,2016-06-09 06:54:04,2016-06-09 07:02:27,3,-74.0010376,40.74151993,-73.98032379,40.76044846,N,503
id3817493,2,2016-03-14 14:57:56,2016-03-14 15:15:26,1,-73.95288086,40.76646805,-73.97863007,40.76192093,N,1050
id3129802,1,2016-05-14 05:31:58,2016-05-14 05:52:31,1,-73.96812439,40.80043793,-73.865242,40.77065277,N,1233
id3167292,2,2016-01-05 09:53:39,2016-01-05 09:57:03,1,-73.98117828,40.72090149,-73.97738647,40.72608566,N,204
id1924450,2,2016-02-27 19:09:23,2016-02-27 19:23:54,2,-74.00583649,40.74547577,-73.99402618,40.72840118,N,871
id1794468,2,2016-06-17 14:40:16,2016-06-17 14:44:24,1,-73.95941162,40.77422714,-73.95346832,40.77942276,N,248
id0204192,1,2016-02-25 02:35:07,2016-02-25 02:50:03,1,-73.87073517,40.77365875,-73.85991669,40.82909012,N,896
id3190007,2,2016-01-07 15:26:03,2016-01-07 15:38:17,1,-73.97827148,40.74565506,-73.96525574,40.75829315,N,734
id3348726,1,2016-06-23 08:37:00,2016-06-23 08:40:41,1,-73.97371674,40.79469681,-73.9744339,40.78911972,N,221
id3469446,2,2016-02-14 10:40:55,2016-02-14 10:46:45,6,-74.01300049,40.70243835,-74.01428986,40.71250153,N,350
id1915949,2,2016-02-04 16:33:13,2016-02-04 16:54:12,1,-73.99181366,40.74377823,-73.97116089,40.79272842,N,1259
id2899891,1,2016-04-08 15:26:22,2016-04-08 15:38:13,1,-73.97419739,40.75749588,-73.95983887,40.77548981,N,711
id0942991,2,2016-02-03 07:32:19,2016-02-03 07:46:30,1,-73.94715118,40.7761879,-73.97302246,40.75549316,N,851
id2772912,1,2016-01-28 15:31:01,2016-01-28 16:14:50,1,-73.88522339,40.77272797,-73.98058319,40.7816658,N,2629
id2851756,2,2016-06-16 10:10:25,2016-06-16 10:19:36,1,-73.99411774,40.75108337,-73.97214508,40.76348114,N,551
id0851036,1,2016-04-06 01:26:07,2016-04-06 01:36:57,1,-74.00403595,40.74197388,-73.97395325,40.76431274,N,650
id0283106,1,2016-04-26 18:36:24,2016-04-26 18:59:00,1,-74.00796509,40.71509933,-73.95983887,40.77038193,N,1356
id1697231,2,2016-05-16 19:17:33,2016-05-16 19:27:27,2,-73.98228455,40.77881241,-73.96128845,40.79861832,N,594
id3385889,1,2016-02-12 09:44:22,2016-02-12 10:00:02,1,-73.97268677,40.75586319,-73.97733307,40.75867462,N,940
id3591274,1,2016-02-06 10:24:17,2016-02-06 10:26:56,1,-73.96188354,40.75629044,-73.96802521,40.75571442,N,159
id3269098,2,2016-01-21 15:29:37,2016-01-21 15:55:47,1,-73.99230194,40.75033569,-73.96540833,40.76888657,N,1570
id3159798,1,2016-02-01 22:20:51,2016-02-01 22:34:19,1,-73.95488739,40.77329636,-73.96908569,40.80277634,N,808
id0828941,2,2016-02-25 21:24:09,2016-02-25 21:47:26,2,-74.01016235,40.71992111,-73.97490692,40.75691986,N,1397
id0995542,2,2016-02-06 06:03:59,2016-02-06 06:11:45,1,-74.00744629,40.73351288,-74.0036087,40.75641251,N,466
id0661736,1,2016-05-18 13:54:45,2016-05-18 14:07:15,2,-73.97587585,40.76089478,-73.97186279,40.75015259,N,750
id1408423,1,2016-04-30 15:40:21,2016-04-30 16:17:36,1,-73.97346497,40.78455353,-73.91751862,40.77385712,N,2235
id2476509,2,2016-06-01 20:48:02,2016-06-01 21:08:21,1,-73.86284637,40.76906586,-73.96763611,40.75602341,N,1219
id1575277,2,2016-06-11 16:59:15,2016-06-11 17:33:27,1,-73.99922943,40.72288132,-73.98287964,40.77829742,N,2052
id0860703,1,2016-01-31 10:43:14,2016-01-31 10:56:37,1,-73.97603607,40.77617264,-73.9592514,40.75918961,N,803
id3211119,1,2016-01-02 22:54:49,2016-01-02 23:05:55,1,-73.97712708,40.75587845,-73.93854523,40.8098526,N,666
id2693863,1,2016-03-18 08:22:10,2016-03-18 09:47:19,1,-73.77718353,40.64649963,-73.98500061,40.76091766,N,5109
id2379416,2,2016-02-14 01:05:51,2016-02-14 01:21:22,1,-73.98999786,40.71976089,-73.94625854,40.77296066,N,931
id2452510,2,2016-02-21 19:20:51,2016-02-21 19:36:37,6,-73.98796844,40.72822571,-73.97849274,40.76476669,N,946
id0040164,2,2016-06-14 11:48:32,2016-06-14 11:54:45,1,-73.9644928,40.76395035,-73.96803284,40.76535034,N,373
id1145809,2,2016-05-16 23:15:13,2016-05-16 23:31:00,6,-73.80848694,40.68733597,-73.80848694,40.68733597,N,947
